Episódio;Marca;Título (thumb);Convidado;Status;Bloco;Canva (aberto);Página Canva;Drive (fechado);Arquivo Drive;PNG final (GitHub);YouTube;Título YouTube;Canva original;Observações
#22;Anima Podcast;A saúde segundo Santa Hildegarda;Priscila Antunes;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;14;https://drive.google.com/file/d/1Yp0AGPkk1G_rGjS4nXgOxea8OXez-nRk/view;#22 - Priscila Antunes.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e22.png;https://youtu.be/gOBVOrjqcW8;Sabedoria de Santa Hildegarda para a sua saúde | Ep. #22 | com Dra. Priscila Antunes;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#21;Anima Podcast;Saúde pélvica: cuidados e terapias;Michelle Paixão;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;15;https://drive.google.com/file/d/1xC-THkbkfbbGkhGjsCddnVMy_0vJFUTv/view;#21 - Michelle Paixão.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e21.png;https://youtu.be/9OhtwcpKhqY;Saúde Pélvica: Disfunções, Terapias e Cuidados | Ep. #21 | com Dra. Michelle Paixão;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#20;Anima Podcast;A verdade sobre a maternidade;Bianca Quevedo;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;16;https://drive.google.com/file/d/1S2X-or4I0eXxGZ4t-9XpwwaOQeSKRfEW/view;#20 - Bianca Quevedo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e20.png;https://youtu.be/NTvwq18J82M;Psicóloga conta toda a verdade sobre a maternidade | Ep. #20 | com  Dra. Bianca Quevedo;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#19;Anima Podcast;Aumente a fertilidade de forma natural;Eduardo Honorato;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;17;https://drive.google.com/file/d/1pM5GJbzvnprVOzXHJ-G9yYYi7mBzyOuk/view;#19 - Eduardo Honorato.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e19.png;https://youtu.be/NemdB5yDfO4;Como aumentar a fertilidade de forma natural | Ep. #19 | com Dr. Eduardo Honorato;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#18;Anima Podcast;Emagrecer só com cirurgia?;Cris Alberti;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;20;https://drive.google.com/file/d/1vT0qWzpZZ7kvFetqhwie_O7ragYbSmOu/view;#18 - Cris Alberti.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e18.png;https://youtu.be/bzvtsxcB2N4;Diástase abdominal: como identificar e tratar | Ep. #18 | com Cris Alberti;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#17;Anima Podcast;Como os hormônios afetam você;Diogo Viana;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;18;https://drive.google.com/file/d/1z9_8I-IasU64KTv5zzdPYJVixHRvFthM/view;#17 - Diogo Viana.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e17.png;https://youtu.be/03i7XWQSx74;Como os hormônios afetam seu comportamento | Ep. #17 | com Dr. Diogo Viana;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#16;Anima Podcast;Medicina e espiritualidade;Bruno Farnetano;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;19;https://drive.google.com/file/d/1s3hDGFvLPjRdtFtY4ookpu1Y8PlvAi_b/view;#16 - Bruno Farnetano.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e16.png;https://youtu.be/wZPNFANzgsI;Medicina e espiritualidade | Ep. #16 | com Dr. Bruno Farnetano;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#15;Anima Podcast;A batalha da dor crônica;Flávia Nascimento;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;20;https://drive.google.com/file/d/1RMKG6Jqx8CoLBzaUKuN0RbGddZJCKEsM/view;#15 - Flávia Nascimento.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e15.png;https://youtu.be/OHGcc5-DRpU;A batalha diária da dor crônica | Ep. #15 | com Dra. Flávia Nascimento;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#14;Anima Podcast;Fé e ciência: o método Billings;Pâmela Schitine;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;21;https://drive.google.com/file/d/1yO4vjiKLu7LrrQcJe56B9rqkJ_UJjx_U/view;#14 - Pâmela Schitine.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e14.png;https://youtu.be/4CNFTmkOqeE;Especialista em Bioética fala sobre concepção e fertilidade | Ep. #14 | com Pâmela Schitine;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#13;Anima Podcast;A verdade sobre o emagrecimento;Tamiris Rachid;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;21;https://drive.google.com/file/d/1khfe_OluWFgfU94bnI1cZhHu-xIUkR0G/view;#13 - Tamiris Rachid.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e13.png;https://youtu.be/tSR6v05_DEs;Nutri e Mestre em Ciências fala a Verdade sobre Emagrecimento! | Ep. #13 | com Dra. Tamiris Rachid;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#12;Anima Podcast;Como educar crianças autistas;Mariana Vilas Boas;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;22;https://drive.google.com/file/d/1HHK-x0EEurakA5Yk-7FyxcaLYKjD9wdU/view;#12 - Mariana Vilas Boas.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e12.png;https://youtu.be/K5YHndQPkNs;Como criar e educar crianças autistas | Ep. #12 | com Dra. Mariana Vilas Boas;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#11;Anima Podcast;Superdotação: a verdade escondida;Olzeni Ribeiro;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;23;https://drive.google.com/file/d/1C9ZTnBRG29rntEajMqVUvbx4T0zaTcge/view;#11 - Olzeni Ribeiro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e11.png;https://youtu.be/5wryP9sMybM;SUPERDOTAÇÃO: A verdade que ninguém conta | Ep #11 | Com Dra. Olzeni Ribeiro;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#10;Anima Podcast;Autismo feminino: o lado invisível;Elizangila Leite;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;22;https://drive.google.com/file/d/1kEX_PIvD5_5rb6ioJ08uMwzgXJ8Z1rrf/view;#10 - Elizangila Leite.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e10.png;https://youtu.be/bOHFBihZ9TQ;AUTISMO em mulheres: Por que é tão difícil diagnosticar? | Ep #10 | Com Elizangila Leite;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#9;Anima Podcast;Posicionamento digital na saúde;Camila Nardi;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;23;https://drive.google.com/file/d/1iTxWT3SkrdPlxeO99jPR24JDXmE0oNM5/view;#9 - Camila Nardi.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e9.png;;;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#8;Anima Podcast;Maternidade atípica;Andressa Du Costa;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;24;https://drive.google.com/file/d/1KTFZ_IRAK2mb96KvxWzKjkm6Ea8Dbj8F/view;#8 - Andressa Du Costa.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e8.png;;;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#7;Anima Podcast;Autismo, TDAH ou mutismo seletivo?;Natasha Ganem;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;25;https://drive.google.com/file/d/1BcG_WeNZC_JNqI9NgoT6FElbCXzwcHXo/view;#7 - Natasha Ganem.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e7.png;;;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#6;Anima Podcast;É doença ou falta de ferro?;Tuane Villela;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;24;https://drive.google.com/file/d/1lc0xNy5R0qGJuqKafJDiPXc2cgiUZP3k/view;#6 - Tuane Villela.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e6.png;;;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#5;Anima Podcast;O perigo da alfabetização precoce;João Lucas;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;25;https://drive.google.com/file/d/1yccG5F2vQYDnlo6PkupJa0zwoUuFk9i8/view;#5 - João Lucas.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e5.png;;;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#4;Anima Podcast;Como funciona o cérebro com TDAH;Alex Rocha;Casal novo aplicado;Bloco 11 - Arquivo 2;https://www.canva.com/design/DAHT5YKM5yA/edit;1;https://drive.google.com/file/d/13XWgJBS3GR-UJ6D4E8vzqS0E7WeF65Pi/view;#4 - Alex Rocha.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e4.png;;;https://www.canva.com/design/DAHRGTBGrHI/edit;Drive tem a versão antiga (casal anterior)
#3;Anima Podcast;Não desista da maternidade;Talita Melo;Casal novo aplicado;Bloco 11 - Arquivo 2;https://www.canva.com/design/DAHT5YKM5yA/edit;2;https://drive.google.com/file/d/1OQ_vH8qnQLRmYbtv2tGU7VvmYNe5IlM6/view;#3 - Talita Melo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e3.png;;;https://www.canva.com/design/DAHRGTBGrHI/edit;Drive tem a versão antiga (casal anterior)
#2;Anima Podcast;Vida corrida x saúde mental;Ana Beatriz Barbosa;Casal novo aplicado;Bloco 11 - Arquivo 2;https://www.canva.com/design/DAHT5YKM5yA/edit;3;https://drive.google.com/file/d/1sJUehaIcI7f4RxTuBuffWQDqEMGNqtSS/view;#2 - Ana Beatriz Barbosa.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e2.png;;;https://www.canva.com/design/DAHRGTBGrHI/edit;Drive tem a versão antiga (casal anterior)
#1;Anima Podcast;Crise de ansiedade: como controlar?;João Marcos Ferreira;Casal novo aplicado;Bloco 11 - Arquivo 2;https://www.canva.com/design/DAHT5YKM5yA/edit;4;https://drive.google.com/file/d/1kDHOTd2ks_LN93IEckG2iFB87GkACrVW/view;#1 - João Marcos Ferreira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e1.png;;;https://www.canva.com/design/DAHRGTBGrHI/edit;Drive tem a versão antiga (casal anterior)
#71;Anima Podcast Saúde;Puerpério sem depressão;Camila Komatsu;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;32;https://drive.google.com/file/d/1NJzcZGODhd_sPMROVt7M3LgpGR5MScYp/view;#71 - Camila Komatsu.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e71.png;https://youtu.be/-rZ3Cud_n6E;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#70;Anima Podcast Saúde;Pilares de uma vida saudável;Kyra Gracie;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;31;https://drive.google.com/file/d/1Z5yXl17rgCx076wyZDaf1xY1NP7YJ3Or/view;#70 - Kyra Gracie.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e70.png;https://youtu.be/efUeVACVoBE;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#69;Anima Podcast Saúde;O fim da acne;Rodrigo Borborema;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;30;https://drive.google.com/file/d/1GtM_qp5b-E5frNkHjVsao5uNHLyqAMeK/view;#69 - Rodrigo Borborema.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e69.png;https://youtu.be/2oxN4_pHwJ8;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#68;Anima Podcast Saúde;Vida plena após a lesão medular;Fran Romanini;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;29;https://drive.google.com/file/d/1WNASUSfloBdSQPrFfkGjTwpAfrUcmXTE/view;#68 - Fran Romanini.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e68.png;https://youtu.be/PCnJP3bjnVk;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#67;Anima Podcast Saúde;Os sinais ocultos do Parkinson;Pedro Góes;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;28;https://drive.google.com/file/d/1m_bQOzM2nxfvINxw67h-AARD6JpkDg2K/view;#67 - Pedro Goes.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e67.png;https://youtu.be/uMglcOXrsxA;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#66;Anima Podcast Saúde;Fertilidade e medicina chinesa;Érika Nery;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;27;https://drive.google.com/file/d/1UysCp09rgL4a-PQwd8eZ30G83MRCTtgs/view;#66 - Erika Nery.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e66.png;https://youtu.be/V6gYlFr5RcI;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#65;Anima Podcast Saúde;Tudo sobre a hipertensão;Pedro Spineti;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;26;https://drive.google.com/file/d/1rQ6syDA3O0NcC6aKCaum7SU1oBbK7oYA/view;#65 - Pedro Spineti.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e65.png;https://youtu.be/bqIIDbc3pSE;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#64;Anima Podcast Saúde;Maternidade real e saúde mental;Letícia Cazarré;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;25;https://drive.google.com/file/d/1T6VAiUsyihFrxkxBVWgzEfW6abcc9caP/view;#64 - Leticia Cazarre.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e64.png;https://youtu.be/WxCNKKitVcs;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#63;Anima Podcast Saúde;Proteja a sua memória;Rafaelly Faitanin;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;24;https://drive.google.com/file/d/1cy1PVoZszY5Dsb7Bs_-Lm6sYxMGBq_jJ/view;#63 - Rafaelly Faitanin.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e63.png;https://youtu.be/q36VQ5bTN1w;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#62;Anima Podcast Saúde;Uma gestação saudável;Elisabete Pinheiro;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;23;https://drive.google.com/file/d/1oTicbvXAHg2aWJ5J4ijlxsJikMkblvYa/view;#62 - Elisabete Pinheiro.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e62.png;https://youtu.be/VgUg4O-uoBA;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#61;Anima Podcast Saúde;Sua boca afeta toda a saúde;Bella Gurgel;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;22;https://drive.google.com/file/d/1ZwzPK1wF3-db7xqugrPJJY7nFUyFJtQk/view;#61 - Bella Gurgel.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e61.png;https://youtu.be/GcAbYiM7b3c;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#60;Anima Podcast Saúde;Segredos de uma gravidez saudável;Bruna Pitaluga;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;21;https://drive.google.com/file/d/1o_7K_d9ldM3FDKUORCAbFJBa3HBAJj4Y/view;#60 - Bruna Pitaluga.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e60.png;https://youtu.be/5iIbyQG2veI;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#59;Anima Podcast Saúde;Mitos sobre a fertilidade;Fernanda Tofoli;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;20;https://drive.google.com/file/d/1jQOD9ZKjtLVVHlC3obZwImAdH8dy2av8/view;#59 - Fernanda Tofoli.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e59.png;https://youtu.be/g_s-p93r8kg;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#58;Anima Podcast Saúde;Como identificar um narcisista;Rachel Rebouças;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;19;https://drive.google.com/file/d/1tI9NT_RbfpJPRN3wAGe5kjOfBWniKf2E/view;#58 - Rachel Reboucas.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e58.png;https://youtu.be/W_Za0F3LEBE;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#57;Anima Podcast Saúde;Engravidar com SOP;Caroline Cristofari;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;18;https://drive.google.com/file/d/1Xq0V1fx-99eDzxvfIn3QZtBH9e458ctc/view;#57 - Caroline Cristofari.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e57.png;https://youtu.be/3pxWlpaUL3I;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#56;Anima Podcast Saúde;Dor na relação e o prazer;Dalila Faleiro;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;17;https://drive.google.com/file/d/1ux3aMYrYD8ZIR1f23M9XSVaeYJJW8y3g/view;#56 - Dalila Faleiro.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e56.png;https://youtu.be/qxQcaD8V_ac;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#55;Anima Podcast Saúde;Tudo sobre o diabetes;Rodrigo Mendes;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;16;https://drive.google.com/file/d/1cObOgkxHOmybODbMsJMxrj7UInRqMpZM/view;#55 - Rodrigo Mendes.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e55.png;https://youtu.be/zIbem2D7O_I;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#54;Anima Podcast Saúde;Como vencer o vício em nicotina;Lourenço Alencar e Luísa Peleja;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;15;https://drive.google.com/file/d/1uVfDykbZmNQj1CWAZp0j2t1gCgocP0FV/view;#54 - Lourenco Alencar e Luisa Peleja.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e54.png;https://youtu.be/cXpBnC7f_Ks;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#53;Anima Podcast Saúde;Anticoncepcional, SOP e endometriose;Gabriel Arreguy;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;14;https://drive.google.com/file/d/1e-RB7u9uPAdGgtSo2WhoYM2fckxMtAky/view;#53 - Gabriel Arreguy.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e53.png;https://youtu.be/Z1vPnDNOilQ;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#52;Anima Podcast Saúde;Câncer de intestino;Clarisse Casali;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;13;https://drive.google.com/file/d/1_7lvAuIQhOCvOJo0y4dow1Zx2rpSsCXB/view;#52 - Clarisse Casali.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e52.png;https://youtu.be/Fj00CaWzB2A;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#51;Anima Podcast Saúde;Cardio ou musculação?;Tony Geremias;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;12;https://drive.google.com/file/d/1Joy0gRX2pb8kvkGVZmIjGhwfYL7-yA4F/view;#51 - Tony Geremias.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e51.png;https://youtu.be/rmStVMjdBQA;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#50;Anima Podcast Saúde;O segredo da longevidade;Erika Vidal;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;11;https://drive.google.com/file/d/1zjMkxbJcPzKYBTrXdZvmdA0NoBLMH5YY/view;#50 - Erika Vidal.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e50.png;https://youtu.be/c_GM_AichRU;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#49;Anima Podcast Saúde;Você está inflamada?;Géssica Andrade;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;10;https://drive.google.com/file/d/1I74sSdsD1YnQK2QCgRtZGCxngpRP21m8/view;#49 - Gessica Andrade.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e49.png;https://youtu.be/zjVIILeHO4s;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#48;Anima Podcast Saúde;Cuidados com a pele na gestação;Bruno Messias;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;9;https://drive.google.com/file/d/1WCQNLrbyOaHL0PfSRe7wI3T0IR0HsMrf/view;#48 - Bruno Messias.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e48.png;https://youtu.be/UjqT1GkZc3g;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#47;Anima Podcast Saúde;A psicologia dos hábitos;Aline Cantarelli;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;8;https://drive.google.com/file/d/1Y8-WTy-CFnk94VzbKRbMYVaaG1Ca23cz/view;#47 - Aline Cantarelli.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e47.png;https://youtu.be/BftLTzYV5UQ;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#46;Anima Podcast Saúde;A transição da menopausa;Isabela Bussade;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;7;https://drive.google.com/file/d/10kEh4MjXAY0uohotM-3NJ9RcYrto01Sl/view;#46 - Isabela Bussade.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e46.png;https://youtu.be/phZohDqtjhs;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#11;Anima Podcast Saúde;Os 4 temperamentos no rosto;Clarissa Caramez;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;6;https://drive.google.com/file/d/1bY8uzetEJGiT4Tp_1QdWm1V0wlwtPv-z/view;#11 - Clarissa Caramez.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e11.png;https://youtu.be/lBzF_ToyJ7Q;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#10;Anima Podcast Saúde;Como aliviar dores crônicas;Leonardo Avila;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;5;https://drive.google.com/file/d/1EPuyyHxpgij0TGbjtgO2T4-gsWnoIwpX/view;#10 - Leonardo Avila.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e10.png;https://youtu.be/f6gPwWNvQDo;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#9;Anima Podcast Saúde;Medicina com propósito;Gil Gabriel;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;4;https://drive.google.com/file/d/1v621vBp2rWYU9BTWQjn6iQvT-XBS6U1Q/view;#9 - Gil Gabriel.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e9.png;https://youtu.be/TtHGdvUx4s8;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#8;Anima Podcast Saúde;Por que estamos tão ansiosos?;Bruno Lamoglia;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;3;https://drive.google.com/file/d/1IJHRGSm-no7G8d6nCzMr7gPFW-_gAT4a/view;#8 - Bruno Lamoglia.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e8.png;https://youtu.be/RmY6r3sZxGo;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
#7;Anima Podcast Saúde;Sinais de alerta do autismo;Angélica Ávila;Casal Saúde + convidado reenquadrado;Anima Saúde;https://www.canva.com/design/DAHT5dd2JhQ/edit;2;https://drive.google.com/file/d/18ZfX7qKnN5rq2VWPaJEtB8cMUGLusDHD/view;#7 - Angelica Avila.png;https://audiovisual-anima.github.io/thumbs-anima/review/saude/e7.png;https://youtu.be/nk75BC7L090;;https://www.canva.com/design/DAHRWqXOUCY/edit;Drive tem a versão antiga (sem casal)
